article_id,author_id,category_id,status,title,slug,published_at,views_count,created_at,updated_at,current_rev
40794,2,1,draft,Analysis Review Update Learning #40794,article-40794,,199,2023-04-17 00:00:00,2023-05-03 00:00:00,53044
40795,20,10,published,How-To Update Update Analysis #40795,article-40795,2023-11-21 00:00:00,181,2023-08-27 00:00:00,2023-12-11 00:00:00,53045
40796,54,5,published,Review Trends Guide Learning #40796,article-40796,2023-04-22 00:00:00,232,2023-04-18 00:00:00,2023-05-10 00:00:00,53047
40797,1,7,published,Learning Deep Survey Insights #40797,article-40797,2023-03-18 00:00:00,172,2023-03-04 00:00:00,2023-03-24 00:00:00,53049
40798,30,7,published,Survey Analysis Insights Review #40798,article-40798,2023-07-28 00:00:00,218,2023-07-23 00:00:00,2023-08-16 00:00:00,53050
40799,35,8,published,Study Deep Guide Study #40799,article-40799,2023-05-28 00:00:00,200,2023-04-05 00:00:00,2023-06-18 00:00:00,53051
40800,36,4,draft,How-To Insights Learning How-To #40800,article-40800,,199,2023-02-19 00:00:00,2023-04-30 00:00:00,53053
40801,24,10,published,Deep How-To Guide Update #40801,article-40801,2023-04-16 00:00:00,205,2023-04-11 00:00:00,2023-05-06 00:00:00,53054
40802,47,3,published,Deep Review Update Survey #40802,article-40802,2023-03-19 00:00:00,205,2023-02-01 00:00:00,2023-04-05 00:00:00,53055
40803,39,2,published,Learning How-To Insights Deep #40803,article-40803,2023-04-14 00:00:00,207,2023-02-21 00:00:00,2023-04-19 00:00:00,53057
40804,43,10,archived,Review Insights Guide Analysis #40804,article-40804,,197,2022-12-09 00:00:00,2023-03-21 00:00:00,53058
40805,42,1,draft,Review Insights Analysis Review #40805,article-40805,,180,2023-02-26 00:00:00,2023-06-06 00:00:00,53060
40806,34,2,published,How-To Survey Deep Guide #40806,article-40806,2023-10-25 00:00:00,205,2023-09-08 00:00:00,2023-10-29 00:00:00,53061
40807,10,8,published,Guide How-To Learning Insights #40807,article-40807,2023-08-14 00:00:00,196,2023-07-23 00:00:00,2023-08-27 00:00:00,53062
40808,55,7,draft,Study How-To Analysis How-To #40808,article-40808,,199,2022-12-07 00:00:00,2023-03-09 00:00:00,53063
40809,7,2,draft,How-To Review Learning Study #40809,article-40809,,182,2023-10-02 00:00:00,2023-10-27 00:00:00,53064
40810,56,2,published,Deep Insights Review Trends #40810,article-40810,2023-05-03 00:00:00,184,2023-04-10 00:00:00,2023-05-20 00:00:00,53065
40811,34,6,published,Trends Update Analysis Deep #40811,article-40811,2023-03-24 00:00:00,187,2023-02-27 00:00:00,2023-03-27 00:00:00,53066
40812,46,8,published,Trends Guide Analysis Learning #40812,article-40812,2023-07-25 00:00:00,195,2023-07-12 00:00:00,2023-08-03 00:00:00,53068
40813,41,5,published,Survey Survey Analysis Learning #40813,article-40813,2023-04-11 00:00:00,218,2023-01-22 00:00:00,2023-05-02 00:00:00,53069
40814,9,7,draft,How-To Insights Review Learning #40814,article-40814,,186,2023-02-22 00:00:00,2023-05-01 00:00:00,53070
40815,50,5,published,How-To Deep Analysis Update #40815,article-40815,2023-03-20 00:00:00,202,2023-01-28 00:00:00,2023-04-04 00:00:00,53071
40816,36,4,published,Insights Survey Review Update #40816,article-40816,2023-05-10 00:00:00,206,2023-03-24 00:00:00,2023-06-09 00:00:00,53075
40817,28,1,published,Insights Deep Insights Insights #40817,article-40817,2023-03-12 00:00:00,224,2022-12-13 00:00:00,2023-03-28 00:00:00,53076
40818,38,6,archived,Guide Update Deep Deep #40818,article-40818,,205,2023-05-19 00:00:00,2023-08-28 00:00:00,53078
40819,5,6,published,Update Study Insights Analysis #40819,article-40819,2023-05-07 00:00:00,220,2023-03-10 00:00:00,2023-05-21 00:00:00,53079
40820,19,5,published,Analysis How-To Update Review #40820,article-40820,2023-05-02 00:00:00,194,2023-02-08 00:00:00,2023-05-15 00:00:00,53080
40821,45,8,published,Analysis Survey Review Review #40821,article-40821,2023-03-02 00:00:00,226,2022-12-18 00:00:00,2023-03-03 00:00:00,53081
40822,30,10,published,Insights How-To Study Learning #40822,article-40822,2023-08-26 00:00:00,213,2023-05-29 00:00:00,2023-09-04 00:00:00,53082
40823,40,9,published,Trends Insights Learning Analysis #40823,article-40823,2023-05-11 00:00:00,180,2023-05-02 00:00:00,2023-05-27 00:00:00,53083
40824,58,2,published,Study How-To Deep Update #40824,article-40824,2023-05-01 00:00:00,195,2023-02-08 00:00:00,2023-05-02 00:00:00,53084
40825,29,6,published,Guide Learning Update How-To #40825,article-40825,2023-07-29 00:00:00,203,2023-05-02 00:00:00,2023-08-13 00:00:00,53085
40826,39,8,published,Learning Review Deep Study #40826,article-40826,2023-03-08 00:00:00,183,2023-03-03 00:00:00,2023-03-13 00:00:00,53086
40827,7,5,published,Trends Survey Update Review #40827,article-40827,2023-04-18 00:00:00,195,2023-04-18 00:00:00,2023-05-13 00:00:00,53087
40828,57,5,published,Update Guide Study Survey #40828,article-40828,2023-05-30 00:00:00,208,2023-03-20 00:00:00,2023-06-24 00:00:00,53089
40829,27,5,draft,How-To Review Update Survey #40829,article-40829,,205,2023-03-23 00:00:00,2023-06-03 00:00:00,53090
40830,30,10,draft,Trends Analysis Learning Study #40830,article-40830,,180,2023-02-07 00:00:00,2023-04-02 00:00:00,53091
40831,34,9,published,Deep Survey Guide Update #40831,article-40831,2023-04-08 00:00:00,183,2023-02-19 00:00:00,2023-04-12 00:00:00,53092
40832,47,5,draft,Learning How-To Guide Learning #40832,article-40832,,205,2023-03-17 00:00:00,2023-04-26 00:00:00,53093
40833,15,6,published,Analysis Insights Deep Learning #40833,article-40833,2024-07-17 00:00:00,202,2024-04-25 00:00:00,2024-08-05 00:00:00,53094
40834,32,9,published,Update Survey Update Guide #40834,article-40834,2023-04-12 00:00:00,192,2023-03-08 00:00:00,2023-05-02 00:00:00,53095
40835,37,2,published,Learning Survey Guide Deep #40835,article-40835,2023-03-25 00:00:00,188,2023-02-16 00:00:00,2023-04-24 00:00:00,53097
40836,40,4,published,Insights Study Trends Update #40836,article-40836,2023-08-29 00:00:00,199,2023-07-22 00:00:00,2023-09-25 00:00:00,53098
40837,27,8,draft,Learning Guide Learning Study #40837,article-40837,,211,2023-04-05 00:00:00,2023-05-22 00:00:00,53100
40838,18,5,draft,Guide Guide Survey Review #40838,article-40838,,180,2023-03-09 00:00:00,2023-05-29 00:00:00,53102
40839,52,3,published,Insights Study Update Deep #40839,article-40839,2023-05-24 00:00:00,175,2023-03-15 00:00:00,2023-06-08 00:00:00,53103
40840,10,4,published,Learning How-To Trends How-To #40840,article-40840,2023-06-04 00:00:00,205,2023-04-15 00:00:00,2023-06-09 00:00:00,53104
40841,39,8,published,Learning Review Guide Update #40841,article-40841,2023-06-03 00:00:00,228,2023-05-01 00:00:00,2023-07-03 00:00:00,53105
40842,22,2,draft,Deep Learning Insights How-To #40842,article-40842,,209,2022-12-05 00:00:00,2023-03-15 00:00:00,53107
40843,39,8,published,Insights Review Review Update #40843,article-40843,2023-08-27 00:00:00,185,2023-07-31 00:00:00,2023-09-22 00:00:00,53109
40844,51,10,archived,Insights Trends Analysis Insights #40844,article-40844,,179,2023-03-13 00:00:00,2023-03-26 00:00:00,53110
40845,12,6,published,Insights Learning Insights Insights #40845,article-40845,2023-04-07 00:00:00,219,2023-02-27 00:00:00,2023-04-13 00:00:00,53112
40846,57,7,published,Review Study Guide Review #40846,article-40846,2023-03-21 00:00:00,184,2023-03-06 00:00:00,2023-04-01 00:00:00,53113
40847,27,3,published,Deep Study Learning Analysis #40847,article-40847,2023-08-01 00:00:00,195,2023-07-21 00:00:00,2023-08-06 00:00:00,53115
40848,15,10,published,Review Insights Review Learning #40848,article-40848,2023-06-01 00:00:00,201,2023-03-26 00:00:00,2023-06-08 00:00:00,53116
40849,45,2,published,Insights Survey Survey Learning #40849,article-40849,2023-07-26 00:00:00,211,2023-07-24 00:00:00,2023-07-26 00:00:00,53117
40850,43,5,published,How-To Insights Analysis Analysis #40850,article-40850,2023-06-20 00:00:00,218,2023-03-30 00:00:00,2023-06-22 00:00:00,53118
40851,24,2,published,Analysis Study Guide How-To #40851,article-40851,2023-03-13 00:00:00,201,2023-01-04 00:00:00,2023-04-11 00:00:00,53120
40852,33,5,published,Analysis How-To Trends How-To #40852,article-40852,2023-04-08 00:00:00,197,2023-01-19 00:00:00,2023-05-07 00:00:00,53121
40853,2,4,draft,Insights Survey Insights How-To #40853,article-40853,,215,2023-02-22 00:00:00,2023-06-05 00:00:00,53122
40854,16,5,published,Analysis Learning Review Study #40854,article-40854,2023-04-08 00:00:00,202,2023-04-06 00:00:00,2023-05-04 00:00:00,53123
40855,59,10,published,Insights Guide Deep Deep #40855,article-40855,2023-03-26 00:00:00,194,2023-01-06 00:00:00,2023-04-18 00:00:00,53125
40856,12,2,published,How-To Insights Review Review #40856,article-40856,2023-09-30 00:00:00,205,2023-09-24 00:00:00,2023-10-18 00:00:00,53126
40857,6,8,draft,Deep Update Review Review #40857,article-40857,,180,2023-06-06 00:00:00,2023-08-08 00:00:00,53129
40858,7,9,archived,Deep Review Deep Insights #40858,article-40858,,209,2023-03-23 00:00:00,2023-04-17 00:00:00,53130
40859,38,9,published,Study Learning Learning Update #40859,article-40859,2023-07-31 00:00:00,207,2023-05-25 00:00:00,2023-08-21 00:00:00,53131
40860,12,4,published,Deep Review Survey Deep #40860,article-40860,2023-06-13 00:00:00,202,2023-04-18 00:00:00,2023-07-02 00:00:00,53133
40861,17,7,published,Update Survey Survey Deep #40861,article-40861,2023-03-02 00:00:00,201,2022-12-03 00:00:00,2023-03-15 00:00:00,53135
40862,54,6,archived,Deep Trends Update Review #40862,article-40862,,202,2023-03-13 00:00:00,2023-04-26 00:00:00,53136
40863,51,8,archived,Study Deep Learning Analysis #40863,article-40863,,209,2023-02-13 00:00:00,2023-04-11 00:00:00,53137
40864,34,10,published,Update Trends Study Trends #40864,article-40864,2023-03-27 00:00:00,188,2023-03-26 00:00:00,2023-04-07 00:00:00,53139
40865,21,1,draft,Review Learning Survey Update #40865,article-40865,,199,2023-02-13 00:00:00,2023-04-09 00:00:00,53140
40866,53,8,draft,Guide How-To Learning Trends #40866,article-40866,,179,2023-12-11 00:00:00,2024-01-16 00:00:00,53142
40867,9,4,archived,Deep Insights Trends Guide #40867,article-40867,,178,2023-05-06 00:00:00,2023-06-06 00:00:00,53144
40868,35,5,archived,Survey Insights Learning Deep #40868,article-40868,,196,2023-08-29 00:00:00,2023-10-03 00:00:00,53146
40869,58,7,published,Insights Trends Insights Review #40869,article-40869,2023-03-27 00:00:00,210,2023-03-06 00:00:00,2023-04-21 00:00:00,53147
40870,30,1,archived,Learning Deep Survey Analysis #40870,article-40870,,191,2023-02-14 00:00:00,2023-04-12 00:00:00,53148
40871,29,9,published,Learning Analysis Survey Update #40871,article-40871,2023-10-17 00:00:00,183,2023-09-19 00:00:00,2023-10-20 00:00:00,53150
40872,11,1,draft,Update Review How-To Analysis #40872,article-40872,,222,2023-04-04 00:00:00,2023-05-18 00:00:00,53151
40873,33,5,published,Review Learning Guide Learning #40873,article-40873,2023-10-23 00:00:00,190,2023-08-24 00:00:00,2023-11-08 00:00:00,53153
40874,34,2,archived,Insights Review Review Analysis #40874,article-40874,,207,2023-03-01 00:00:00,2023-04-01 00:00:00,53154
40875,41,8,archived,Deep Guide Insights Update #40875,article-40875,,175,2023-09-16 00:00:00,2023-12-16 00:00:00,53155
40876,42,2,published,Update Insights Update How-To #40876,article-40876,2023-04-27 00:00:00,210,2023-01-28 00:00:00,2023-05-25 00:00:00,53156
40877,36,3,archived,Guide Guide Study Analysis #40877,article-40877,,198,2023-02-13 00:00:00,2023-04-13 00:00:00,53158
40878,56,2,archived,Insights Insights Guide Guide #40878,article-40878,,216,2023-05-28 00:00:00,2023-07-10 00:00:00,53159
40879,57,7,archived,Study How-To Insights Analysis #40879,article-40879,,205,2023-06-23 00:00:00,2023-08-30 00:00:00,53160
40880,46,1,published,Study Insights Guide How-To #40880,article-40880,2023-03-07 00:00:00,203,2022-12-10 00:00:00,2023-03-17 00:00:00,53161
40881,15,10,published,Insights Insights Analysis Learning #40881,article-40881,2024-05-29 00:00:00,199,2024-05-13 00:00:00,2024-06-15 00:00:00,53162
40882,36,1,draft,Insights Trends Review Survey #40882,article-40882,,193,2023-05-24 00:00:00,2023-07-25 00:00:00,53163
40883,31,7,draft,Guide Update Study Review #40883,article-40883,,174,2023-02-27 00:00:00,2023-05-06 00:00:00,53164
40884,32,3,published,How-To Guide Learning Learning #40884,article-40884,2023-03-19 00:00:00,189,2023-03-12 00:00:00,2023-03-31 00:00:00,53166
40885,30,2,published,Survey Learning Learning Review #40885,article-40885,2023-04-23 00:00:00,200,2023-03-03 00:00:00,2023-04-25 00:00:00,53167
40886,27,8,draft,Learning How-To Update How-To #40886,article-40886,,221,2023-01-13 00:00:00,2023-04-08 00:00:00,53168
40887,17,2,published,Study Study Study Insights #40887,article-40887,2023-05-12 00:00:00,202,2023-02-12 00:00:00,2023-05-14 00:00:00,53169
40888,42,3,published,Deep Insights How-To Analysis #40888,article-40888,2023-08-07 00:00:00,207,2023-07-13 00:00:00,2023-08-13 00:00:00,53171
40889,15,1,draft,Update Analysis Analysis How-To #40889,article-40889,,200,2023-04-20 00:00:00,2023-07-02 00:00:00,53172
40890,26,6,published,Review Review Trends Analysis #40890,article-40890,2023-04-30 00:00:00,224,2023-03-06 00:00:00,2023-05-10 00:00:00,53173
40891,47,3,draft,Insights Trends Trends Guide #40891,article-40891,,190,2023-02-12 00:00:00,2023-03-18 00:00:00,53175
40892,26,4,draft,Deep Learning Trends Update #40892,article-40892,,180,2023-11-18 00:00:00,2024-02-13 00:00:00,53177
40893,44,9,published,Update Survey Survey How-To #40893,article-40893,2023-04-03 00:00:00,207,2023-02-05 00:00:00,2023-05-01 00:00:00,53179
40894,25,7,published,Update Survey Study Deep #40894,article-40894,2023-04-04 00:00:00,193,2023-02-14 00:00:00,2023-04-29 00:00:00,53180
40895,42,2,published,Insights How-To How-To Deep #40895,article-40895,2023-06-18 00:00:00,222,2023-03-28 00:00:00,2023-06-20 00:00:00,53181
40896,47,8,published,Review Survey Insights Learning #40896,article-40896,2023-08-02 00:00:00,205,2023-05-13 00:00:00,2023-08-24 00:00:00,53183
40897,57,8,published,Study Update Insights Deep #40897,article-40897,2024-05-07 00:00:00,191,2024-03-05 00:00:00,2024-05-28 00:00:00,53184
40898,8,5,published,Trends Review Update Study #40898,article-40898,2024-02-28 00:00:00,192,2024-02-25 00:00:00,2024-03-08 00:00:00,53185
40899,5,9,published,Learning Survey Analysis Analysis #40899,article-40899,2023-11-12 00:00:00,224,2023-11-05 00:00:00,2023-11-16 00:00:00,53187
40900,60,5,published,Review How-To Deep Deep #40900,article-40900,2023-04-30 00:00:00,201,2023-03-16 00:00:00,2023-05-15 00:00:00,53190
40901,20,2,published,Deep Deep Guide How-To #40901,article-40901,2023-03-21 00:00:00,194,2023-01-15 00:00:00,2023-04-04 00:00:00,53191
40902,5,10,published,Review Deep Survey Guide #40902,article-40902,2023-06-01 00:00:00,173,2023-03-07 00:00:00,2023-06-15 00:00:00,53192
40903,15,4,published,Review How-To Analysis Deep #40903,article-40903,2023-03-03 00:00:00,220,2022-12-24 00:00:00,2023-03-08 00:00:00,53193
40904,42,9,published,Insights Guide Review Study #40904,article-40904,2023-03-24 00:00:00,189,2023-02-08 00:00:00,2023-04-11 00:00:00,53194
40905,30,5,draft,Guide Learning Analysis Learning #40905,article-40905,,192,2023-01-11 00:00:00,2023-03-26 00:00:00,53195
40906,42,3,draft,Guide Insights Insights Insights #40906,article-40906,,219,2023-01-17 00:00:00,2023-04-08 00:00:00,53196
40907,38,1,draft,Update Analysis Trends Trends #40907,article-40907,,180,2023-04-12 00:00:00,2023-05-24 00:00:00,53197
40908,56,5,draft,Insights Update Deep Update #40908,article-40908,,216,2023-02-20 00:00:00,2023-05-16 00:00:00,53200
40909,22,2,published,Review Study Analysis How-To #40909,article-40909,2023-04-19 00:00:00,233,2023-02-23 00:00:00,2023-04-24 00:00:00,53201
40910,54,10,published,Deep Survey Survey Survey #40910,article-40910,2023-09-03 00:00:00,214,2023-07-31 00:00:00,2023-09-19 00:00:00,53202
40911,56,3,published,Study Guide Trends Deep #40911,article-40911,2023-06-27 00:00:00,176,2023-03-30 00:00:00,2023-07-05 00:00:00,53204
40912,54,4,published,Analysis How-To Insights Survey #40912,article-40912,2023-12-14 00:00:00,190,2023-10-25 00:00:00,2023-12-30 00:00:00,53205
40913,12,6,published,Survey Update How-To Insights #40913,article-40913,2023-05-02 00:00:00,197,2023-02-24 00:00:00,2023-05-19 00:00:00,53207
40914,6,10,draft,Review Analysis Survey Learning #40914,article-40914,,207,2023-02-21 00:00:00,2023-04-20 00:00:00,53208
40915,48,7,draft,Update Study Study Survey #40915,article-40915,,217,2023-02-20 00:00:00,2023-04-10 00:00:00,53209
40916,36,1,published,Learning How-To Learning How-To #40916,article-40916,2023-06-26 00:00:00,207,2023-06-22 00:00:00,2023-07-15 00:00:00,53210
40917,31,2,published,How-To Deep Study Review #40917,article-40917,2023-09-10 00:00:00,215,2023-08-12 00:00:00,2023-10-02 00:00:00,53211
40918,51,1,published,Study Analysis Study Guide #40918,article-40918,2023-03-23 00:00:00,208,2023-03-02 00:00:00,2023-04-06 00:00:00,53212
40919,39,7,published,How-To Deep Insights Review #40919,article-40919,2023-10-08 00:00:00,206,2023-09-03 00:00:00,2023-10-21 00:00:00,53213
40920,52,8,published,Deep Survey Study Learning #40920,article-40920,2023-05-18 00:00:00,186,2023-03-04 00:00:00,2023-06-02 00:00:00,53214
40921,21,2,published,Guide Learning Update Analysis #40921,article-40921,2023-03-18 00:00:00,210,2023-02-01 00:00:00,2023-04-08 00:00:00,53215
40922,37,4,published,Study How-To Trends Review #40922,article-40922,2023-06-17 00:00:00,210,2023-06-07 00:00:00,2023-06-20 00:00:00,53216
40923,3,9,published,Review Trends Guide Guide #40923,article-40923,2023-05-17 00:00:00,181,2023-04-02 00:00:00,2023-05-29 00:00:00,53217
40924,29,3,published,How-To How-To How-To Trends #40924,article-40924,2023-03-04 00:00:00,205,2023-03-02 00:00:00,2023-03-15 00:00:00,53219
40925,53,6,published,Analysis How-To Deep Guide #40925,article-40925,2023-04-24 00:00:00,215,2023-04-01 00:00:00,2023-05-04 00:00:00,53222
40926,56,6,published,Review Survey Learning Survey #40926,article-40926,2023-08-09 00:00:00,174,2023-06-05 00:00:00,2023-08-20 00:00:00,53223
40927,2,8,published,Insights Learning Review How-To #40927,article-40927,2023-05-25 00:00:00,193,2023-05-15 00:00:00,2023-06-06 00:00:00,53225
40928,5,7,archived,Update Analysis Review Learning #40928,article-40928,,185,2023-04-01 00:00:00,2023-04-06 00:00:00,53226
40929,44,6,archived,Deep How-To Analysis Trends #40929,article-40929,,192,2023-10-19 00:00:00,2023-12-25 00:00:00,53228
40930,3,7,published,Update Update Study Study #40930,article-40930,2023-03-30 00:00:00,199,2023-01-04 00:00:00,2023-03-30 00:00:00,53230
